"Date","pla","somupvtsem","laimax","laisen_n","hauteur","raint","trg_n","ilevs","iamfs","ilaxs","densite","demande","codebbch_output","masec_n","masecveg","masec_kg_ha","mafeuil_kg_ha","matigestruc_kg_ha","QNfeuilleres","QNtige","lai_n","iflos","idrps","imats","irecs","mafruit","tetp_n","Plant"
2025-10-30,"ble",2020.49561,2.62968,0,0,0,11.6028,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.50723,"plant_1"
2025-10-31,"ble",2020.49561,2.62968,0,0,0,7.02,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.77631,"plant_1"
2025-11-01,"ble",2020.49561,2.62968,0,0,0,6.426,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.00726,"plant_1"
2025-11-02,"ble",2020.49561,2.62968,0,0,0,6.8328,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.4778,"plant_1"
2025-11-03,"ble",2020.49561,2.62968,0,0,0,10.9728,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.53223,"plant_1"
2025-11-04,"ble",2020.49561,2.62968,0,0,0,10.9224,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.04168,"plant_1"
2025-11-05,"ble",2020.49561,2.62968,0,0,0,5.2056,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.87849,"plant_1"
2025-11-06,"ble",2020.49561,2.62968,0,0,0,2.5416,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.80416,"plant_1"
2025-11-07,"ble",2020.49561,2.62968,0,0,0,8.766,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.83146,"plant_1"
2025-11-08,"ble",2020.49561,2.62968,0,0,0,8.2332,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.88981,"plant_1"
2025-11-09,"ble",2020.49561,2.62968,0,0,0,10.0152,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.21508,"plant_1"
2025-11-10,"ble",2020.49561,2.62968,0,0,0,8.2728,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.62547,"plant_1"
2025-11-11,"ble",2020.49561,2.62968,0,0,0,8.5032,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.46357,"plant_1"
2025-11-12,"ble",2020.49561,2.62968,0,0,0,7.5096,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.83947,"plant_1"
2025-11-13,"ble",2020.49561,2.62968,0,0,0,6.8004,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.8893,"plant_1"
2025-11-14,"ble",2020.49561,2.62968,0,0,0,2.5992,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.20686,"plant_1"
2025-11-15,"ble",2020.49561,2.62968,0,0,0,9.0072,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.09188,"plant_1"
2025-11-16,"ble",2020.49561,2.62968,0,0,0,7.8588,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.85284,"plant_1"
2025-11-17,"ble",2020.49561,2.62968,0,0,0,8.4564,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.29616,"plant_1"
2025-11-18,"ble",2020.49561,2.62968,0,0,0,9.5292,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.8949,"plant_1"
2025-11-19,"ble",2020.49561,2.62968,0,0,0,9.0936,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.36459,"plant_1"
2025-11-20,"ble",2020.49561,2.62968,0,0,0,6.6924,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.31386,"plant_1"
2025-11-21,"ble",2020.49561,2.62968,0,0,0,8.8416,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.42327,"plant_1"
2025-11-22,"ble",2020.49561,2.62968,0,0,0,9.0648,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.31665,"plant_1"
2025-11-23,"ble",2020.49561,2.62968,0,0,0,6.048,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.33471,"plant_1"
2025-11-24,"ble",2020.49561,2.62968,0,0,0,3.762,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.57769,"plant_1"
2025-11-25,"ble",2020.49561,2.62968,0,0,0,8.1612,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.33982,"plant_1"
2025-11-26,"ble",2020.49561,2.62968,0,0,0,7.6572,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.68504,"plant_1"
2025-11-27,"ble",2020.49561,2.62968,0,0,0,8.4456,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.76755,"plant_1"
2025-11-28,"ble",2020.49561,2.62968,0,0,0,7.7292,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.30091,"plant_1"
2025-11-29,"ble",2020.49561,2.62968,0,0,0,7.7832,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.19816,"plant_1"
2025-11-30,"ble",2020.49561,2.62968,0,0,0,4.7268,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.88038,"plant_1"
2025-12-01,"ble",2020.49561,2.62968,0,0,0,8.1432,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.42372,"plant_1"
2025-12-02,"ble",2020.49561,2.62968,0,0,0,1.7388,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.24206,"plant_1"
2025-12-03,"ble",2020.49561,2.62968,0,0,0,3.8592,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.47838,"plant_1"
2025-12-04,"ble",2020.49561,2.62968,0,0,0,4.5144,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.30214,"plant_1"
2025-12-05,"ble",2020.49561,2.62968,0,0,0,7.6536,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.53138,"plant_1"
2025-12-06,"ble",2020.49561,2.62968,0,0,0,3.6108,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.30751,"plant_1"
2025-12-07,"ble",2020.49561,2.62968,0,0,0,5.7384,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.34092,"plant_1"
2025-12-08,"ble",2020.49561,2.62968,0,0,0,7.3692,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.1992,"plant_1"
2025-12-09,"ble",2020.49561,2.62968,0,0,0,4.2696,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.3252,"plant_1"
2025-12-10,"ble",2020.49561,2.62968,0,0,0,4.8528,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.34027,"plant_1"
2025-12-11,"ble",2020.49561,2.62968,0,0,0,3.2616,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.32088,"plant_1"
2025-12-12,"ble",2020.49561,2.62968,0,0,0,5.7348,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.18113,"plant_1"
2025-12-13,"ble",2020.49561,2.62968,0,0,0,6.9228,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.04866,"plant_1"
2025-12-14,"ble",2020.49561,2.62968,0,0,0,6.8688,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.01092,"plant_1"
2025-12-15,"ble",2020.49561,2.62968,0,0,0,2.1168,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.49381,"plant_1"
2025-12-16,"ble",2020.49561,2.62968,0,0,0,4.0176,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.32977,"plant_1"
2025-12-17,"ble",2020.49561,2.62968,0,0,0,6.1092,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.13351,"plant_1"
2025-12-18,"ble",2020.49561,2.62968,0,0,0,5.5008,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.15092,"plant_1"
2025-12-19,"ble",2020.49561,2.62968,0,0,0,1.6488,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.40487,"plant_1"
2025-12-20,"ble",2020.49561,2.62968,0,0,0,3.672,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.52735,"plant_1"
2025-12-21,"ble",2020.49561,2.62968,0,0,0,0.324,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.27081,"plant_1"
2025-12-22,"ble",2020.49561,2.62968,0,0,0,0.5004,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.20667,"plant_1"
2025-12-23,"ble",2020.49561,2.62968,0,0,0,2.7072,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.74571,"plant_1"
2025-12-24,"ble",2020.49561,2.62968,0,0,0,6.408,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.4891,"plant_1"
2025-12-25,"ble",2020.49561,2.62968,0,0,0,3.8844,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.88892,"plant_1"
2025-12-26,"ble",2020.49561,2.62968,0,0,0,4.644,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.3495,"plant_1"
2025-12-27,"ble",2020.49561,2.62968,0,0,0,6.624,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.95166,"plant_1"
2025-12-28,"ble",2020.49561,2.62968,0,0,0,7.3872,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.46023,"plant_1"
2025-12-29,"ble",2020.49561,2.62968,0,0,0,7.362,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.23114,"plant_1"
2025-12-30,"ble",2020.49561,2.62968,0,0,0,7.4916,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.18341,"plant_1"
2025-12-31,"ble",2020.49561,2.62968,0,0,0,7.5996,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.55986,"plant_1"
